id,popularity,is_popular
3grVoZ10bm2jUGpo7BxpuF,60,1
5S4PZ7AuYlYiVIVik3wHUf,67,1
3JR2RztQcOjUQGQSybxDIO,57,1
2Q3jFbyE61mCjS3SkW4toJ,68,1
6th8IdY4lYeM0QlSQJhhkp,59,1
34eF4BoV8FPk0uhAAoqU7h,64,1
42m3eP1JJhtzffal9B136J,65,1
6LNoArVBBVZzUTUiAX2aKO,73,1
3zWXLPBpMBs9auU1FDPc5G,3,0
7jvCeWOSnJs2N3spqobWnO,73,1
6isTQfKXhNO3EyJd9mSxx8,63,1
1058fW9H3fZA6QjYCdOBad,74,1
3CiF9D8iuVhZWDvvjf8HpG,61,1
0UTyLmkQgPOEIz95OVAJTR,67,1
1EJIcDYXwSqipW5dFe4uJz,78,1
7F9cT6hIRhnFCYP6GKS0tf,68,1
1PDP7mLiAMwhfmgIwzhOm2,80,1
5ScbulRnixQ2XAdvrPMFjz,71,1
50ceCGZ3oD3U5caQV5bP6f,66,1
7uQZVznj0uQOGC9KhV2Mg6,75,1
73wCXKPj8RcLRaCo82tJgm,61,1
1irAliF0T8sLIOPJp6n7rU,64,1
0Iuw6WPws324i7G7sCejTX,67,1
6d8HN8MqqbqrEUI2bvx0aG,66,1
1DbVwjG3DKL2uXS29FoOue,19,0
1cCXT1cErAY6tmIqHbodrt,60,1
5LuXsO34x6KVlL8OWsxRqk,59,1
1jgcODbfAL3tV7tikF6n1j,59,1
0JuSGEldfovcc8IS9va1wa,67,1
35acXjupfWHgtchiS6yAjC,60,1
1LwdWIbfuqlOo8vlHxkyna,59,1
40uMIn2zJLAQhNXghRjBed,77,1
45N9i9QraLWD6GW7xBqxnx,61,1
5JaSg0AYyAMMLjyGGDrrCm,56,1
3FAJ6O0NOHQV8Mc5Ri6ENp,83,1
6IBcOGPsniK3Pso1wHIhew,80,1
2Y40huo5ewaKYxsFintYtF,65,1
68RhNM8ehkarnEKnCkqlsp,62,1
5aqUqSq0SqGBAqEn27PEzc,65,1
3hd6zLhnTlbJ8PupYt3cAI,65,1
4jkwu5KQbXXrbAZzVmt5fE,53,1
7EagormFign5ag6f16ua3I,58,1
2H8jWuNmluerTEsuh8Gu6y,59,1
3XKjZcgNYtvCmBpE1nX7Wn,63,1
75QktuEju5vz9lyXiLaUao,61,1
5Iq6pIudd4KfuxZqf8872b,59,1
5xvXeuxISyXJDRbZZf4uzd,60,1
2UwALqx6yOsXTFt7zRxnts,65,1
6SRsiMl7w1USE4mFqrOhHC,79,1
2dNhNlpZAtV4lwAFW45LIv,69,1
21AJQhGZpujjZQXByZAXpr,66,1
1HsOTiVqdN7PB1zOS2bcsO,66,1
0VjIjW4GlUZAMYd2vXMi3b,92,1
3oV2RVOmwdWdf9BmGS4Oad,66,1
1KMkcUvF7m3SDChDOa7i5L,79,1
3Ofmpyhv5UAQ70mENzB277,78,1
18vXApRmJSgQ6wG2ll9AOg,82,1
00KyYtT6NaXwbPecina5Pj,68,1
0NmuYnjETG3u3qx0OmEJev,71,1
5zFglKYiknIxks8geR8rcL,81,1
6cUHiQEECDl5m3WFGQ1GCR,70,1
2wOnrN7fkzV4NsLqym2C6O,60,1
75lcPkAkUsKWHGBlGM476R,77,1
55sgQENF3LY1sUcJUwasLl,64,1
3zc8VZEpM1onYV4FWGdFvm,71,1
44V6EzbUSYgyfsNiP0FrlA,71,1
5WSYEQSBKIuibgoQTn8eeU,61,1
5gZYpjakt37G3c58FKcQwJ,76,1
2cc8Sw1OnCuA5bV8nqWqpE,74,1
3Dc7EiHP7aDOhTI92OQaKi,59,1
5svL1PkWw8hPEAOdTNLexy,63,1
1is8gU4RVcN4J8xItxWoOY,77,1
04EHa1ZzBl8OPvcnddph4p,54,1
7jjbfUEecddD2AW1UncQzb,56,1
1jNapyyVxPB4X6gewQjEM8,66,1
1hE8iI3YK9x1VUBDtSzg3x,68,1
3JXebpWufTcs8iegiRCBW7,50,1
3XYRV7ZSHqIRDG87DKTtry,79,1
5zAKS2742J6jxxJ8QzeOF9,55,1
5xyLeb2q1lxDf7hXKYlC1H,62,1
3nkW3TPQjBip1lER4h78NX,61,1
1MIGkQxcdAt2lDx6ySpsc5,68,1
3X2r2CnHOJeV5YekPTgBnK,64,1
2CwG4BXIlGmmYLDmDvwMTH,61,1
4lUmnwRybYH7mMzf16xB0y,69,1
22ruOqBqBRiZDiXFud4OXa,71,1
6fOKWhVo0bQkd5U3EeM4Vc,51,1
3qoR42lADMp9biWRYVVX3Q,0,0
5B0kgjHULYJhAQkK5XsMoC,78,1
5JCoSi02qi3jJeHdZXMmR8,85,1
2AJvoUXSml9cDzQdsk1pEG,60,1
0cu0rhnlCnJ7JIeHRiLpj3,73,1
2nkKBegmLjGjCZ0cP9xA09,59,1
7KrlNS2VqiNNJ82RMQdxBn,62,1
0vzSAyinyA619ZbrOaAi04,62,1
6uTID2glulLOXYhcwMETS1,62,1
6tDDoYIxWvMLTdKpjFkc1B,85,1
7kDUspsoYfLkWnZR7qwHZl,78,1
38GBNKZUhfBkk3oNlWzRYd,77,1
4bRPecD9suGW8CfNZhzjS1,55,1
07HKBbz2DTVqVyMJtdbqQb,0,0
4ka1FkKAMde6dQAFFMXKac,69,1
29t9XYOV65fFXiVzFFJgHH,69,1
2tGvwE8GcFKwNdAXMnlbfl,85,1
2Ty7EDf9XLYzEUqEIwJfDC,63,1
7Bk0uXKk1uPT0XuQbpFzvs,73,1
465eCPwUAz2qz7IdQaxUui,54,1
2etHQJxIbV0soyPhelVs9Y,74,1
4jPy3l0RUwlUI9T5XHBW2m,83,1
5NUXE8W12lWcUXgJRCjeEw,68,1
4HOryCnbme0zBnF8LWij3f,73,1
2KnuaZYoGzDoHiBTNYOTXG,77,1
4t2OeILB07eMGTXSUbMPEu,71,1
7bcy34fBT2ap1L4bfPsl9q,75,1
6g3XrmNrWVa33dZuxIhMbF,67,1
4191RXFPa7Ge9XkA4cWlna,72,1
5XsAal7ZcWg1I5T4NcRjkv,77,1
2ygvZOXrIeVL4xZmAWJT2C,72,1
7BoobGhD4x5K96Me0hqC8Q,75,1
3Dah4SWoWwekrG4GShaHVP,56,1
1SyK3kEq2TN5MV0eGGjvjx,42,0
65OVbaJR5O1RmwOQx0875b,83,1
53bZYxVbCYm6w1Gx8U64bz,63,1
7IhfjcaXuXCq20ZiAA7igK,60,1
1YDebgap5OFwXEBG18NJvy,69,1
3zs87EV3EZSh2UpiXxT52Y,58,1
6P5ulGKtC4x6RnFbzfpq8O,63,1
6755DFiZ7CWe2WMdTGW5C1,69,1
0Lavu1rppGgXfiK27cAMyU,58,1
7xJqJxiM5f0BZQLWCbOuWz,65,1
5wANPM4fQCJwkGd4rN57mH,87,1
3UoULw70kMsiVXxW0L3A33,76,1
4LaGu95Ui2s4vprSQYWUAZ,64,1
5DiXcVovI0FcY2s0icWWUu,80,1
2wzionesqIt3x5Sglb4n91,60,1
5EVzgDPaM0LCM3M5exl3z8,54,1
2e1mzGPBHmdtZR3RRknaXz,61,1
1QL7nSDZCwZMnbisV4KOXt,67,1
2O8fDNr7arCI2vvOtnfyt0,54,1
24YG5Z8Of1VHovrfXsbvCZ,59,1
0MMyJUC3WNnFS1lit5pTjk,83,1
3J8EOeKLTLXORtWPpOU5bE,81,1
4sf2L157iEgAR7yrCNLgSq,65,1
2cny5OSTr2976U3o018GoV,65,1
7FdUvDkaE24o3FPIWTvzv2,71,1
0G2zPzWqVjR68iNPmx2TBe,81,1
1mAey8kEPmDM2icL56kS9d,73,1
267NGliXM8YLVZiKAD9Otm,67,1
48WidxP9CqyYtk97pwGZ3c,62,1
4LmN3eU1R1vVEdKuDELpGk,69,1
5hChuUMe5iHfjkXgzj1D4b,60,1
73W5aXorr5vxrySFcoZqIN,70,1
1TwQ0XtQfCgcstxhpOSg7t,60,1
7vF3xkCMvZjAe2nTWY0uQZ,69,1
2NM0qHzx4Ohy8iXHEEgwlO,64,1
3mDFLytDotXo2p0rvfGbkA,57,1
2TOzTqQXNmR2zDJXihjZ2e,77,1
0q885FvcfxJgYE1OHa2SNg,37,0
7nc7mlSdWYeFom84zZ8Wr8,81,1
000TJlEJQ3nafsm1hBWpoj,71,1
6cFamI2vPztQoopGMnjD64,70,1
1BVzLiBS3MWmXzqcxBFJDt,66,1
3JJL91ilRV6fXhKqu0FGXs,71,1
2M6P0j9uCqFzx8u9P4VxNi,71,1
0FFsgUoFibYISzMxuGS61W,72,1
4ydmav4vl7hebadtfZtMrg,69,1
3EG9FJ0ToLfgnc1IG2Z1wz,79,1
3lqIHMPvL6ef6t2xKD8ZVH,69,1
0lXJL0unztXDdIOXu5xCML,69,1
6FwiflJB4b1v8j3h10e9ZM,67,1
1pbbsI2KGPOMu0HmuGccBu,69,1
2PI3dfxZWkaEpBoCJq56RK,64,1
1tkg4EHVoqnhR6iFEXb60y,82,1
0YrKSfpvflYnLSBd4Jtu6J,72,1
1XXimziG1uhM0eDNCZCrUl,73,1
3fHNHBb2eGLahIvoVa19zq,57,1
5TWAIHYaOnYg4txfmCgon5,62,1
23OYT3SFtoJqhiAUqktbc1,65,1
5A4WcRuy0FFEAC5pAK43oa,56,1
4iCZ6Cr76For1TuHUQ90r8,63,1
0ezwvY7TkCwDEkKR49084k,64,1
2I7CJZLo2nDqGuzZJA1XlZ,62,1
4KD0lLJ4OGonZhBeKtct9I,59,1
1NipVhYG8yCIhszsFnnQgs,2,0
2cKabyTFi0VBfPPeSZxxx2,0,0
5cAN3P7jWVf78gev1eF7TJ,62,1
62nb5YUYUqtYJhVPwRhCke,66,1
25qk9xa71F1POdI4vj7rbi,67,1
25uBGaikHi0DhMiGMfuXYE,60,1
2Igem6Q4sfvXGJ3JkG7Baw,59,1
3h3NKhcfHkr6GvEpC3FRI5,65,1
7s2kWabRM60W9I61HpKg8C,68,1
3v1zVVdzNVNt7vmI9VG2gq,58,1
4N4wemxs9Em6nJ5kXTjEsS,51,1
4CPcZHzSvIBM8AKhdHUwnL,66,1
3E3pb3qH11iny6TFDJvsg5,58,1
6Q7Tv7ZxmoOokvuPchcaO1,60,1
38Z8SRBxln5pP7yWLqRYwC,58,1
1EnWTwagv0XR5OJ51WMdzj,55,1
1SjBcdzWbs79UTCrH4qXJf,68,1
6vQnpXl0KvwTfLpIhoOLHc,55,1
2ELp0EL65yitpfJYwc5983,64,1
4wcBRRpIfesgcyUtis7PEg,78,1
7Cj3tnMCpXpHgE8CIISbGq,60,1
3vJKLsUYcC7mARUTOMUPaJ,64,1
7FGdjbZ32vMybPuP0IuE7d,72,1
1huoY7hw3hGVGfuPPe9y8P,57,1
3jweuceENR5zzn10LhcjPH,64,1
4nNw167LUp6j2VvuJdbtv8,67,1
5BCzsnN4U4OvOegjErHTUF,54,1
6MSyik7EzWsHQjTOPLFBrr,61,1
5LtzwqIWPXKEYfVcaY3bjc,57,1
6gcRcCkx2K09BucndWZMCS,58,1
6dug6dIV40JMz2myhafHrm,61,1
042Sl6Mn83JHyLEqdK7uI0,76,1
3zWR0zS9p39c0FVkYkHfVF,57,1
2L6lh2RmMs1yz4FQzdbwOn,54,1
1zejeOnykpCoyVSit6Bwp3,75,1
1EXRmdtTA2IEnYGiuw9plD,56,1
1TZv3bujNaYz646eezRE91,67,1
3hLuHKzG1cmlRpq53ZVWd8,73,1
4mXGooManGPH6xAWRAtRJU,70,1
4Iedi94TIaB2GGb1nMB68v,78,1
7zl7kehxesNEo2pYkKXTSe,67,1
5v2Q2VjK0LOxOW8J9AO4RL,38,0
6gBFPUFcJLzWGx4lenP6h2,86,1
6rTInqW3YECMkQsBEHw4sd,74,1
2r6OAV3WsYtXuXjvJ1lIDi,78,1
6f3Slt0GbA2bPZlz0aIFXN,83,1
5gKlRlgRF5bfPFd8lltXs8,0,0
0k7wmahjkn389wAZdz19Cv,74,1
1nahzW3kfMuwReTka28tH5,76,1
3cBsEDNhFI9E82vPj3kvi3,86,1
2MnLkFqY9Rpg9s3Zv6ZJdK,80,1
2NJu5JtZLPmmuZF7Lr4Arr,46,0
4tqcoej1zPvwePZCzuAjJd,86,1
60ynsPSSKe6O3sfwRnIBRf,83,1
2JvzF1RMd7lE3KmFlsyZD8,84,1
6dPURmD01dfPviWHAbLt4x,0,0
4O7FYAjDATiyylfIIAuRNE,64,1
1TLRgRyh8yMTX88z4LUSha,0,0
5BwQjRasNcdRPuVWKcHto2,65,1
1mMAmvsqKaUiKnQYUSf5Q9,6,0
28PeqNMnFfVQnXvXmyf88G,56,1
2IePEfMAtqWS6rLXXFZIgI,70,1
44OnxLiNTE4sLq3ujDwLBU,58,1
1uYxHHZBRliM9cNzCxq93g,61,1
5iMRhOHzze2CujxHiJ6cRL,73,1
2XIc1pqjXV3Cr2BQUGNBck,82,1
2Ox2c1WEJDeQCHTXPE3YKM,60,1
0soNGRgFn7aq1T4LXtFDMb,68,1
0939D7aT18uBDS2MTjWzct,73,1
2fSuoIlA1uTERXunbshSWh,66,1
2nxy7TbWDWOBm2bseZJX2A,53,1
2sQH02O2HBCPJCztBrCWNa,68,1
35mvY5S1H3J2QZyna3TFe0,84,1
45bE4HXI0AwGZXfZtMp8JR,84,1
47EiUVwUp4C9fGccaPuUCS,83,1
6tiKwZppNjrls8RsPQwK6r,72,1
54bFM56PmE4YLRnqpW6Tha,75,1
4oR2cCQGs0Yt0Mgr2diV6V,70,1
3YJJjQPAbDT7mGpX3WtQ9A,82,1
3FE6cfCDhmhOraeSLPe6Vj,70,1
4TIqzdAssasqx3DAe6cG9J,76,1
6QpZSfLid1YZ6c01BvB5jH,61,1
4ELmykSaWrdjQS5iADqHxS,57,1
7iC56CDz8miPDKaH0OEIqS,62,1
20GrahbI4AzAOWxpYfDKkf,67,1
4tB6ApBRk7JEBKet5mRFF3,65,1
03ERnTvSV5fy8WAyvA4uNP,66,1
53tv6ZbyeAwfAUwFaxYbfO,72,1
1cEhrSF6EylAEqdhUGuNpX,65,1
0mehSdTadpXbHAWTrnrIXO,67,1
4eNOLmx8r2IJAVKvBBL1jv,76,1
04wzgTWP6YU07PdUjm0XzG,59,1
1IIKrJVP1C9N7iPtG6eOsK,78,1
6Im9k8u9iIzKMrmV7BWtlF,81,1
0yvPEnB032fojLfVluFjUv,77,1
3hboOw4dS0aXGuP0fyyvbC,72,1
1IZGMPe57hATuLJgmMR4eP,59,1
2ES75ADP1RR9TQmYqtDtyB,42,0
6c5wQFfJApRMooKE7UQnlH,64,1
3LVcKphzONOdQ2EATazlZq,72,1
08Uu8bkE5fuHbjhnZFsyoz,56,1
1sbEeUY8KsdvgiQi26JBFz,71,1
0PvFJmanyNQMseIFrU708S,81,1
0lx2cLdOt3piJbcaXIV74f,81,1
0KS2h61pHQ4WmOwruD7uxD,63,1
3084aAzars6DR26nCWO9Ep,73,1
1X5qFwlfEX1cHpp08hiGlw,58,1
61QwH3w7EDHIsElpobrS5P,0,0
1KixkQVDUHggZMU9dUobgm,79,1
3qwPYg8xTWPafQD3YUNaTU,52,1
26UxwWl9xCb83OynXELJcL,71,1
0YfRAYTNTNszGg8VARrSIH,65,1
6YkP0P7VPAENzoRjy8ojV2,48,0
3K07bGe8iljQ3mOKArHLDo,75,1
7uZqvqXzzYMKrexKxdcGmd,60,1
4aarlAfLKVCTxUDNgbwhjH,69,1
16eZmQoeajKH8G2nPe2chk,55,1
3GkEnNf2RWmdwkA2FfjQ3g,65,1
0GqaZ1L5KAXMNngAZbGvLf,52,1
51FVpJr3WL7vvdfCa7j2jr,59,1
2CYVETnhM9aytqrazYYwrK,75,1
1dg3qy5DjoJodawfOCgrTP,79,1
4lsHZ92XCFOQfzJFBTluk8,71,1
0tyR7Bu9P086aWBFZ4QJoo,72,1
0ky8syPEVEfD7qCxMTW49X,51,1
1BKT2I9x4RGKaKqW4up34s,72,1
4AIHPdr6x3qNbxTR8ngWdQ,46,0
1zzxoZVylsna2BQB65Ppcb,74,1
5RaBeejGtdPEszYEKYECs2,63,1
1qrpoAMXodY6895hGKoUpA,84,1
4CHpVfAhuxNJ3ibExe6kxO,65,1
2nG54Y4a3sH9YpfxMolOyi,72,1
2nqio0SfWg6gh2eCtfuMa5,71,1
5byWPNSh2hi0ULmDxBgLyV,54,1
0BI0hfbmqybnd3TezrDME3,61,1
22bPsP2jCgbLUvh82U0Z3M,83,1
0XqQxKtAdYbOC8OVIjWLZD,53,1
7eX3um6NpOQKWJMGCi97XD,67,1
6AGOKlMZWLCaEJGnaROtF9,76,1
5vGLcdRuSbUhD8ScwsGSdA,74,1
4FRW5Nza1Ym91BGV4nFWXI,70,1
3UHPGOkUcE4hE7sqBF4Snt,69,1
0A1hoCfMLkiAgvhWkkucJa,72,1
6F2r4HgpJnvKDmkN6JEN6J,68,1
1zLBsSVxETQOfINOLYvT5m,76,1
25j0Sape7qZbq6ZPLFefTT,63,1
5QDLhrAOJJdNAmCTJ8xMyW,84,1
5vN7P248A5pcoyttfnLiO3,61,1
2LTJYsWOqsjntJpRy2HpY6,63,1
1jReouUURqZ4LmgJ7bgXA3,57,1
0uQkvV2UbX10sh74E8qSOC,56,1
6rwffxuu6KJ5Gl2MLMMbXh,53,1
2bkyTJ4bAnc8a5ly3dg9DX,62,1
5f5i9Wyzg6SlustTyiWIcr,55,1
7Aece36KsB5z5EskkAoFp4,55,1
1mvI5pGoh84IiFSbWxEkGH,71,1
4NWJN6qnlOwHmMfOhrC5qZ,58,1
4jKnLOQmIcTD72hfa9CdyG,54,1
1JqfbWJpxzJH5yYszl5Jl4,55,1
6gdLyYNuhWBzqwlOFSsXC7,76,1
2S8UMuLJ0z8agFgFGJ6Ztt,70,1
1yvMUkIOTeUNtNWlWRgANS,84,1
3T03rPwlL8NVk1yIaxeD8U,78,1
0oaY19dUwZimIgzn3ZZLZO,70,1
5NU40QTlXrDUJzDBdv79bg,66,1
7oDd86yk8itslrA9HRP2ki,95,1
27UcQ6dAvQrgH9C880rCM3,61,1
2tB9OFgAHjAds3cqquLlvp,66,1
3rLIv187BhjyweFe89SgLn,71,1
2xlOJSbScxrHHOmlNmILpD,65,1
1xK1Gg9SxG8fy2Ya373oqb,75,1
36ISlLb12gKuCCVTYXC0gb,67,1
15C4TnrrVdym7UykxQIOTZ,58,1
2pn8dNVSpYnAtlKFC8Q0DJ,72,1
1PTVGdcYyLFnJKVOkaxQWj,65,1
079Ey5uxL04AKPQgVQwx5h,74,1
6qBFSepqLCuh5tehehc1bd,78,1
2NnJpRXIlx35Vij3bPZO0h,67,1
78p1rF7xx1snnaKxtUzBHn,71,1
1lw4FrPr3Y8R7Q1Mro2TMe,71,1
61FfbHfk4qT8ZzNA5dqN9j,65,1
2DINVEELpI3ibUW2EzeDs7,55,1
5u1n1kITHCxxp8twBcZxWy,73,1
45S5WTQEGOB1VHr1Q4FuPl,82,1
0osvOdeD3YXZiWkT8MKolJ,68,1
73xjJ1TIE6WP3HNKczQE4F,73,1
3w1WjD2zJqjBjDz5fwqQPJ,79,1
42lqBjPYlmL1EXpMDXvhSN,74,1
0mKnuxVkPi5h0kuvZl44VM,79,1
4O3RwH1TFG1EjPezLIYehI,70,1
17vGPZ5EsdvtgAOCD4FLWI,66,1
23T0OX7QOiIUFShSzbJ5Uo,75,1
5FQPpxOXsvkMN6v18gtpwY,73,1
7hxHWCCAIIxFLCzvDgnQHX,77,1
3S8jK1mGzQi24ilFb45DAZ,74,1
1FqBYUGthjUB3WQEQ0g2Ka,46,0
3SawmGBjjq8EOYZJV11cJm,67,1
2yySWxfeRN2QRZnFMnYMQl,67,1
7vrJn5hDSXRmdXoR30KgF1,76,1
